wall,env_steps,episode,return,best_percent,steps,complete,dead
12227.5,668001,1072,1.334,0.2334,1190,0,1
12248.7,669185,1073,1.334,0.2334,1184,0,1
12270.6,670433,1074,1.443,0.2443,1248,0,1
12292.5,671674,1075,1.43,0.243,1241,0,1
12312.5,672806,1076,1.221,0.2221,1132,0,1
12334.6,674056,1077,1.449,0.2449,1250,0,1
12344.9,674602,1078,0.081,0.1081,546,0,1
12366.9,675845,1079,1.438,0.2438,1243,0,1
12390.8,677209,1080,1.671,0.2671,1364,0,1
12410.9,678341,1081,1.221,0.2221,1132,0,1
12421.8,678921,1082,0.144,0.1144,580,0,1
12441.9,680053,1083,1.221,0.2221,1132,0,1
12462.3,681204,1084,1.256,0.2256,1151,0,1
12482.3,682335,1085,1.217,0.2217,1131,0,1
12495.7,683063,1086,0.431,0.1431,728,0,1
12519.6,684427,1087,1.671,0.2671,1364,0,1
12537.7,685438,1088,0.987,0.1987,1011,0,1
12555.6,686444,1089,0.976,0.1976,1006,0,1
12559.8,686620,1090,-0.641,0.0359,176,0,1
12563.9,686805,1091,-0.641,0.0359,185,0,1
12584.0,687934,1092,1.215,0.2215,1129,0,1
12604.0,689063,1093,1.213,0.2213,1129,0,1
12615.6,689687,1094,0.231,0.1231,624,0,1
12635.6,690817,1095,1.217,0.2217,1130,0,1
12657.6,692066,1096,1.445,0.2445,1249,0,1
12670.1,692738,1097,0.324,0.1324,672,0,1
12691.1,693929,1098,1.336,0.2336,1191,0,1
12711.5,695078,1099,1.254,0.2254,1149,0,1
12731.9,696228,1100,1.256,0.2256,1150,0,1
12755.8,697592,1101,1.671,0.2671,1364,0,1
12761.5,697860,1102,-0.462,0.0538,268,0,1
12785.4,699223,1103,1.671,0.2671,1363,0,1
12798.8,699951,1104,0.431,0.1431,728,0,1
12822.7,701314,1105,1.671,0.2671,1363,0,1
12846.6,702677,1106,1.671,0.2671,1363,0,1
12870.6,704032,1107,1.671,0.2671,1355,0,1
12894.5,705395,1108,1.671,0.2671,1363,0,1
12918.4,706759,1109,1.671,0.2671,1364,0,1
12942.4,708116,1110,1.677,0.2677,1357,0,1
12966.4,709479,1111,1.671,0.2671,1363,0,1
12972.0,709756,1112,-0.462,0.0538,277,0,1
12995.9,711120,1113,1.671,0.2671,1364,0,1
13016.3,712260,1114,1.254,0.2254,1140,0,1
13040.2,713623,1115,1.671,0.2671,1363,0,1
13051.9,714247,1116,0.233,0.1233,624,0,1
13075.8,715610,1117,1.671,0.2671,1363,0,1
13096.2,716761,1118,1.256,0.2256,1151,0,1
13120.1,718124,1119,1.671,0.2671,1363,0,1
13140.5,719274,1120,1.256,0.2256,1150,0,1
13143.2,719363,1121,-0.81,0.019,89,0,1
13161.9,720415,1122,1.065,0.2065,1052,0,1
13182.3,721565,1123,1.254,0.2254,1150,0,1
13206.2,722929,1124,1.671,0.2671,1364,0,1
13230.1,724293,1125,1.671,0.2671,1364,0,1
13254.1,725647,1126,1.671,0.2671,1354,0,1
13270.0,726529,1127,0.728,0.1728,882,0,1
13283.3,727272,1128,0.443,0.1443,743,0,1
13300.0,728200,1129,0.822,0.1822,928,0,1
13322.1,729450,1130,1.449,0.2449,1250,0,1
13346.0,730804,1131,1.671,0.2671,1354,0,1
13348.7,730902,1132,-0.81,0.019,98,0,1
13372.6,732266,1133,1.671,0.2671,1364,0,1
13396.5,733630,1134,1.671,0.2671,1364,0,1
13415.4,734686,1135,1.074,0.2074,1056,0,1
13435.3,735803,1136,1.21,0.221,1117,0,1
13457.2,737044,1137,1.43,0.243,1241,0,1
13474.9,738033,1138,0.941,0.1941,989,0,1
13489.5,738837,1139,0.581,0.1581,804,0,1
13513.4,740201,1140,1.671,0.2671,1364,0,1
13532.3,741259,1141,1.076,0.2076,1058,0,1
13556.2,742622,1142,1.671,0.2671,1363,0,1
13580.2,743980,1143,1.679,0.2679,1358,0,1
13604.1,745344,1144,1.671,0.2671,1364,0,1
13615.0,745933,1145,0.144,0.1144,589,0,1
13620.8,746207,1146,-0.45,0.055,274,0,1
13644.7,747572,1147,1.673,0.2673,1365,0,1
13668.6,748934,1148,1.671,0.2671,1362,0,1
13692.6,750287,1149,1.671,0.2671,1353,0,1
13716.5,751651,1150,1.671,0.2671,1364,0,1
13725.8,752138,1151,-0.036,0.0964,487,0,1
13749.8,753502,1152,1.671,0.2671,1364,0,1
13773.7,754865,1153,1.671,0.2671,1363,0,1
13797.7,756225,1154,1.671,0.2671,1360,0,1
13816.4,757277,1155,1.065,0.2065,1052,0,1
13840.3,758641,1156,1.671,0.2671,1364,0,1
13864.3,760004,1157,1.673,0.2673,1363,0,1
13888.2,761356,1158,1.671,0.2671,1352,0,1
13910.3,762608,1159,1.453,0.2453,1252,0,1
13926.2,763487,1160,0.728,0.1728,879,0,1
13942.8,764417,1161,0.818,0.1818,930,0,1
13966.7,765781,1162,1.671,0.2671,1364,0,1
13982.6,766660,1163,0.728,0.1728,879,0,1
14006.5,768023,1164,1.671,0.2671,1363,0,1
14024.2,769015,1165,0.949,0.1949,992,0,1
14045.3,770207,1166,1.335,0.2335,1192,0,1
14069.2,771569,1167,1.671,0.2671,1362,0,1
14087.2,772578,1168,0.979,0.1979,1009,0,1
14111.2,773932,1169,1.671,0.2671,1354,0,1
14135.1,775294,1170,1.671,0.2671,1362,0,1
14159.0,776658,1171,1.671,0.2671,1364,0,1
14176.7,777646,1172,0.941,0.1941,988,0,1
14200.6,779000,1173,1.671,0.2671,1354,0,1
14218.3,779989,1174,0.941,0.1941,989,0,1
14240.4,781242,1175,1.454,0.2454,1253,0,1
14264.3,782606,1176,1.671,0.2671,1364,0,1
14282.0,783594,1177,0.941,0.1941,988,0,1
14305.9,784947,1178,1.671,0.2671,1353,0,1
14329.8,786311,1179,1.671,0.2671,1364,0,1
14353.8,787675,1180,1.671,0.2671,1364,0,1
14364.7,788256,1181,0.146,0.1146,581,0,1
14386.7,789508,1182,1.452,0.2452,1252,0,1
14407.1,790660,1183,1.257,0.2257,1152,0,1
14427.5,791810,1184,1.257,0.2257,1150,0,1
14451.5,793164,1185,1.671,0.2671,1354,0,1
14475.4,794528,1186,1.671,0.2671,1364,0,1
14499.3,795892,1187,1.671,0.2671,1364,0,1
14522.6,797203,1188,1.591,0.2591,1311,0,1
14546.5,798567,1189,1.671,0.2671,1364,0,1
14570.4,799930,1190,1.671,0.2671,1363,0,1
14592.3,801171,1191,1.432,0.2432,1241,0,1
14612.6,802307,1192,1.244,0.2244,1136,0,1
14631.0,803335,1193,1.019,0.2019,1028,0,1
14652.9,804577,1194,1.432,0.2432,1242,0,1
14676.8,805940,1195,1.671,0.2671,1363,0,1
14700.8,807304,1196,1.671,0.2671,1364,0,1
14724.7,808657,1197,1.671,0.2671,1353,0,1
14748.7,810021,1198,1.671,0.2671,1364,0,1
14772.6,811384,1199,1.671,0.2671,1363,0,1
14794.6,812625,1200,1.452,0.2452,1241,0,1
14806.4,813265,1201,0.244,0.1244,640,0,1
14817.2,813845,1202,0.144,0.1144,580,0,1
14841.2,815211,1203,1.677,0.2677,1366,0,1
14865.2,816575,1204,1.671,0.2671,1364,0,1
14889.1,817930,1205,1.671,0.2671,1355,0,1
14914.0,819354,1206,1.789,0.2789,1424,0,1
14938.0,820717,1207,1.673,0.2673,1363,0,1
14956.8,821761,1208,1.065,0.2065,1044,0,1
14975.1,822789,1209,1.019,0.2019,1028,0,1
15000.0,824209,1210,1.783,0.2783,1420,0,1
15024.9,825632,1211,1.787,0.2787,1423,0,1
15048.9,826991,1212,1.679,0.2679,1359,0,1
15060.5,827621,1213,0.225,0.1225,630,0,1
15084.4,828976,1214,1.671,0.2671,1355,0,1
15090.1,829254,1215,-0.461,0.0539,278,0,1
15095.9,829540,1216,-0.445,0.0555,286,0,1
15106.8,830120,1217,0.144,0.1144,580,0,1
15128.0,831317,1218,1.347,0.2347,1197,0,1
15152.9,832740,1219,1.788,0.2788,1423,0,1
15177.8,834152,1220,1.783,0.2783,1412,0,1
15201.7,835516,1221,1.671,0.2671,1364,0,1
15225.6,836880,1222,1.671,0.2671,1364,0,1
15236.0,837426,1223,0.081,0.1081,546,0,1
15260.0,838791,1224,1.676,0.2676,1365,0,1
15283.9,840155,1225,1.671,0.2671,1364,0,1
15307.8,841509,1226,1.671,0.2671,1354,0,1
15332.7,842928,1227,1.783,0.2783,1419,0,1
15343.6,843508,1228,0.144,0.1144,580,0,1
15368.4,844929,1229,1.783,0.2783,1421,0,1
15390.8,846201,1230,1.492,0.2492,1272,0,1
15408.5,847190,1231,0.941,0.1941,989,0,1
15433.4,848602,1232,1.783,0.2783,1412,0,1
15442.2,849070,1233,-0.091,0.0909,468,0,1
15466.3,850433,1234,1.675,0.2675,1363,0,1
15484.6,851462,1235,1.019,0.2019,1029,0,1
15508.5,852826,1236,1.674,0.2674,1364,0,1
15530.9,854099,1237,1.492,0.2492,1273,0,1
15544.7,854852,1238,0.482,0.1482,753,0,1
15555.0,855409,1239,0.083,0.1083,557,0,1
15579.9,856819,1240,1.783,0.2783,1410,0,1
15604.8,858240,1241,1.783,0.2783,1421,0,1
15616.5,858870,1242,0.244,0.1244,630,0,1
15628.2,859510,1243,0.244,0.1244,640,0,1
15639.9,860141,1244,0.244,0.1244,631,0,1
15663.8,861505,1245,1.671,0.2671,1364,0,1
15687.8,862857,1246,1.671,0.2671,1352,0,1
15712.6,864278,1247,1.783,0.2783,1421,0,1
15726.4,865030,1248,0.482,0.1482,752,0,1
15740.6,865808,1249,0.531,0.1531,778,0,1
15758.3,866806,1250,0.941,0.1941,998,0,1
15775.9,867795,1251,0.941,0.1941,989,0,1
15786.8,868376,1252,0.146,0.1146,581,0,1
15810.7,869739,1253,1.671,0.2671,1363,0,1
15826.6,870618,1254,0.728,0.1728,879,0,1
15836.8,871157,1255,0.068,0.1068,539,0,1
15859.2,872429,1256,1.492,0.2492,1272,0,1
15870.1,873012,1257,0.15,0.115,583,0,1
15881.9,873652,1258,0.244,0.1244,640,0,1
15905.8,875009,1259,1.671,0.2671,1357,0,1
15916.7,875598,1260,0.144,0.1144,589,0,1
15934.5,876595,1261,0.956,0.1956,997,0,1
15945.4,877175,1262,0.144,0.1144,580,0,1
15954.0,877631,1263,-0.114,0.0886,456,0,1
15965.7,878262,1264,0.244,0.1244,631,0,1
15976.0,878814,1265,0.073,0.1073,552,0,1
15982.1,879111,1266,-0.407,0.0593,297,0,1
15999.8,880109,1267,0.941,0.1941,998,0,1
16010.1,880651,1268,0.071,0.1071,542,0,1
16027.8,881643,1269,0.947,0.1947,992,0,1
16033.5,881921,1270,-0.461,0.0539,278,0,1
16043.7,882460,1271,0.068,0.1068,539,0,1
16061.4,883447,1272,0.941,0.1941,987,0,1
16079.1,884438,1273,0.945,0.1945,991,0,1
16089.4,884988,1274,0.07,0.107,550,0,1
16099.5,885528,1275,0.067,0.1067,540,0,1
16117.3,886521,1276,0.949,0.1949,993,0,1
16120.1,886626,1277,-0.797,0.0203,105,0,1
16131.0,887215,1278,0.144,0.1144,589,0,1
16133.8,887309,1279,-0.798,0.0202,94,0,1
16144.6,887898,1280,0.144,0.1144,589,0,1
16162.3,888887,1281,0.943,0.1943,989,0,1
16171.0,889343,1282,-0.114,0.0886,456,0,1
16181.9,889922,1283,0.144,0.1144,579,0,1
16184.6,890025,1284,-0.8,0.02,103,0,1
16196.3,890656,1285,0.244,0.1244,631,0,1
16206.7,891212,1286,0.081,0.1081,556,0,1
16224.4,892203,1287,0.947,0.1947,991,0,1
16242.2,893198,1288,0.952,0.1952,995,0,1
16247.8,893466,1289,-0.46,0.054,268,0,1
16250.6,893569,1290,-0.801,0.0199,103,0,1
16268.3,894560,1291,0.946,0.1946,991,0,1
16280.0,895200,1292,0.244,0.1244,640,0,1
16297.7,896188,1293,0.941,0.1941,988,0,1
16315.4,897176,1294,0.941,0.1941,988,0,1
16333.1,898166,1295,0.943,0.1943,990,0,1
16350.8,899155,1296,0.941,0.1941,989,0,1
16368.5,900144,1297,0.941,0.1941,989,0,1
16386.2,901133,1298,0.941,0.1941,989,0,1
16403.8,902121,1299,0.941,0.1941,988,0,1
16421.6,903113,1300,0.946,0.1946,992,0,1
16439.2,904102,1301,0.941,0.1941,989,0,1
16451.0,904733,1302,0.244,0.1244,631,0,1
16468.8,905729,1303,0.941,0.1941,996,0,1
16486.3,906728,1304,0.943,0.1943,999,0,1
16496.7,907276,1305,0.083,0.1083,548,0,1
16514.4,908264,1306,0.941,0.1941,988,0,1
16532.0,909251,1307,0.941,0.1941,987,0,1
16543.7,909880,1308,0.241,0.1241,629,0,1
16561.4,910869,1309,0.943,0.1943,989,0,1
16579.1,911869,1310,0.944,0.1944,1000,0,1
16596.8,912859,1311,0.944,0.1944,990,0,1
16614.5,913847,1312,0.941,0.1941,988,0,1
16632.2,914839,1313,0.945,0.1945,992,0,1
16650.0,915830,1314,0.944,0.1944,991,0,1
16660.2,916375,1315,0.079,0.1079,545,0,1
16671.9,916997,1316,0.231,0.1231,622,0,1
16689.5,917995,1317,0.941,0.1941,998,0,1
16707.3,918985,1318,0.944,0.1944,990,0,1
16720.5,919705,1319,0.418,0.1418,720,0,1
16735.7,920548,1320,0.66,0.166,843,0,1
16753.4,921536,1321,0.941,0.1941,988,0,1
16771.1,922524,1322,0.941,0.1941,988,0,1
16788.9,923517,1323,0.95,0.195,993,0,1
16806.6,924509,1324,0.946,0.1946,992,0,1
16809.4,924612,1325,-0.801,0.0199,103,0,1
16827.1,925601,1326,0.941,0.1941,989,0,1
16844.8,926590,1327,0.941,0.1941,989,0,1
16862.5,927581,1328,0.944,0.1944,991,0,1
16880.2,928574,1329,0.949,0.1949,993,0,1
16897.9,929565,1330,0.944,0.1944,991,0,1
16915.6,930552,1331,0.941,0.1941,987,0,1
16933.4,931544,1332,0.946,0.1946,992,0,1
16951.0,932533,1333,0.941,0.1941,989,0,1
16968.8,933524,1334,0.945,0.1945,991,0,1
16984.6,934403,1335,0.728,0.1728,879,0,1
16987.4,934506,1336,-0.801,0.0199,103,0,1
17005.0,935496,1337,0.943,0.1943,990,0,1
17022.7,936487,1338,0.944,0.1944,991,0,1
17034.3,937120,1339,0.231,0.1231,633,0,1
17052.0,938109,1340,0.941,0.1941,989,0,1
17069.7,939098,1341,0.941,0.1941,989,0,1
17082.2,939772,1342,0.327,0.1327,674,0,1
17099.8,940760,1343,0.941,0.1941,988,0,1
17114.9,941589,1344,0.63,0.163,829,0,1
17132.5,942587,1345,0.941,0.1941,998,0,1
17150.3,943578,1346,0.945,0.1945,991,0,1
17168.0,944566,1347,0.941,0.1941,988,0,1
17182.1,945345,1348,0.531,0.1531,779,0,1
17199.8,946333,1349,0.941,0.1941,988,0,1
17217.5,947322,1350,0.941,0.1941,989,0,1
17231.7,948101,1351,0.531,0.1531,779,0,1
17249.4,949090,1352,0.941,0.1941,989,0,1
17267.1,950078,1353,0.941,0.1941,988,0,1
17284.7,951065,1354,0.941,0.1941,987,0,1
17298.9,951843,1355,0.531,0.1531,778,0,1
17307.6,952299,1356,-0.114,0.0886,456,0,1
17321.8,953077,1357,0.531,0.1531,778,0,1
17339.5,954066,1358,0.941,0.1941,989,0,1
17357.1,955055,1359,0.941,0.1941,989,0,1
17374.8,956043,1360,0.941,0.1941,988,0,1
17392.5,957031,1361,0.941,0.1941,988,0,1
17410.2,958020,1362,0.941,0.1941,989,0,1
17427.9,959009,1363,0.941,0.1941,989,0,1
17445.6,960001,1364,0.941,0.1941,992,0,1
17457.1,960634,1365,0.231,0.1231,633,0,1
17474.8,961622,1366,0.941,0.1941,988,0,1
17492.5,962610,1367,0.941,0.1941,988,0,1
17510.2,963599,1368,0.941,0.1941,989,0,1
17527.9,964588,1369,0.941,0.1941,989,0,1
17541.1,965310,1370,0.42,0.142,722,0,1
17556.4,966155,1371,0.66,0.166,845,0,1
17574.0,967153,1372,0.941,0.1941,998,0,1
17591.7,968141,1373,0.941,0.1941,988,0,1
17607.6,969020,1374,0.728,0.1728,879,0,1
17625.2,970008,1375,0.941,0.1941,988,0,1
17643.0,970999,1376,0.947,0.1947,991,0,1
17648.6,971266,1377,-0.462,0.0538,267,0,1
17666.3,972264,1378,0.941,0.1941,998,0,1
17684.0,973252,1379,0.941,0.1941,988,0,1
17686.7,973340,1380,-0.81,0.019,88,0,1
17704.5,974337,1381,0.941,0.1941,997,0,1
17722.1,975335,1382,0.941,0.1941,998,0,1
17739.8,976327,1383,0.947,0.1947,992,0,1
17757.5,977313,1384,0.943,0.1943,986,0,1
17775.2,978300,1385,0.947,0.1947,987,0,1
17793.0,979291,1386,0.947,0.1947,991,0,1
17810.7,980284,1387,0.948,0.1948,993,0,1
17828.4,981272,1388,0.941,0.1941,988,0,1
17846.1,982259,1389,0.941,0.1941,987,0,1
17863.8,983251,1390,0.947,0.1947,992,0,1
17881.5,984240,1391,0.941,0.1941,989,0,1
17899.2,985230,1392,0.943,0.1943,990,0,1
17916.9,986222,1393,0.947,0.1947,992,0,1
17934.6,987211,1394,0.941,0.1941,989,0,1
17952.3,988200,1395,0.941,0.1941,989,0,1
17970.0,989188,1396,0.941,0.1941,988,0,1
17987.6,990177,1397,0.941,0.1941,989,0,1
18005.3,991166,1398,0.941,0.1941,989,0,1
18016.2,991746,1399,0.144,0.1144,580,0,1
18031.5,992599,1400,0.66,0.166,853,0,1
18049.1,993588,1401,0.941,0.1941,989,0,1
18064.4,994431,1402,0.66,0.166,843,0,1
18082.1,995418,1403,0.941,0.1941,987,0,1
18099.8,996407,1404,0.941,0.1941,989,0,1
18117.5,997397,1405,0.946,0.1946,990,0,1
18135.2,998386,1406,0.941,0.1941,989,0,1
18152.9,999375,1407,0.941,0.1941,989,0,1
18170.6,1000364,1408,0.941,0.1941,989,0,1
18188.3,1001355,1409,0.948,0.1948,991,0,1
18206.0,1002346,1410,0.947,0.1947,991,0,1
18223.7,1003334,1411,0.941,0.1941,988,0,1
18241.4,1004322,1412,0.941,0.1941,988,0,1
18259.1,1005311,1413,0.941,0.1941,989,0,1
18276.8,1006299,1414,0.941,0.1941,988,0,1
18285.4,1006755,1415,-0.114,0.0886,456,0,1
18303.1,1007743,1416,0.941,0.1941,988,0,1
18320.7,1008731,1417,0.941,0.1941,988,0,1
18344.7,1010094,1418,1.673,0.2673,1363,0,1
18364.7,1011211,1419,1.21,0.221,1117,0,1
18388.6,1012574,1420,1.671,0.2671,1363,0,1
18412.6,1013938,1421,1.671,0.2671,1364,0,1
18437.5,1015354,1422,1.789,0.2789,1416,0,1
18459.5,1016601,1423,1.445,0.2445,1247,0,1
18483.5,1017964,1424,1.671,0.2671,1363,0,1
18507.4,1019328,1425,1.671,0.2671,1364,0,1
18531.3,1020682,1426,1.671,0.2671,1354,0,1
18553.4,1021933,1427,1.452,0.2452,1251,0,1
18577.4,1023298,1428,1.672,0.2672,1365,0,1
18601.3,1024655,1429,1.677,0.2677,1357,0,1
18617.2,1025537,1430,0.728,0.1728,882,0,1
18640.0,1026835,1431,1.542,0.2542,1298,0,1
18664.9,1028256,1432,1.783,0.2783,1421,0,1
18689.8,1029667,1433,1.783,0.2783,1411,0,1
18714.6,1031087,1434,1.783,0.2783,1420,0,1
18726.2,1031710,1435,0.231,0.1231,623,0,1
18750.2,1033075,1436,1.671,0.2671,1365,0,1
18775.1,1034495,1437,1.783,0.2783,1420,0,1
18799.9,1035907,1438,1.783,0.2783,1412,0,1
18824.8,1037328,1439,1.783,0.2783,1421,0,1
18849.7,1038748,1440,1.783,0.2783,1420,0,1
18875.1,1040189,1441,1.841,0.2841,1441,0,1
18900.0,1041610,1442,1.783,0.2783,1421,0,1
18923.9,1042964,1443,1.672,0.2672,1354,0,1
18942.0,1043976,1444,0.985,0.1985,1012,0,1
18967.9,1045457,1445,1.9,0.29,1481,0,1
18993.4,1046913,1446,1.849,0.2849,1456,0,1
19014.4,1048093,1447,1.334,0.2334,1180,0,1
19040.0,1049554,1448,1.859,0.2859,1461,0,1
19065.4,1051007,1449,1.845,0.2845,1453,0,1
19078.9,1051741,1450,0.443,0.1443,734,0,1
19111.5,1053618,1451,2.687,0.3687,1877,0,1
19123.3,1054249,1452,0.244,0.1244,631,0,1
19135.0,1054889,1453,0.244,0.1244,640,0,1
19146.7,1055519,1454,0.244,0.1244,630,0,1
19160.4,1056272,1455,0.482,0.1482,753,0,1
19192.5,1058124,1456,2.619,0.3619,1852,0,1
19216.5,1059480,1457,1.673,0.2673,1356,0,1
19240.4,1060844,1458,1.671,0.2671,1364,0,1
19264.4,1062208,1459,1.673,0.2673,1364,0,1
19288.3,1063561,1460,1.671,0.2671,1353,0,1
19300.0,1064201,1461,0.244,0.1244,640,0,1
19322.8,1065490,1462,1.542,0.2542,1289,0,1
19342.8,1066617,1463,1.21,0.221,1127,0,1
19366.7,1067981,1464,1.671,0.2671,1364,0,1
19390.7,1069344,1465,1.673,0.2673,1363,0,1
19407.3,1070269,1466,0.818,0.1818,925,0,1
19433.1,1071733,1467,1.886,0.2886,1464,0,1
19449.7,1072659,1468,0.818,0.1818,926,0,1
19461.4,1073299,1469,0.244,0.1244,640,0,1
19491.4,1075016,1470,2.378,0.3378,1717,0,1
19523.4,1076855,1471,2.614,0.3614,1839,0,1
19555.4,1078700,1472,2.607,0.3607,1845,0,1
19586.9,1080511,1473,2.557,0.3557,1811,0,1
19618.9,1082344,1474,2.603,0.3603,1833,0,1
19652.8,1084299,1475,2.838,0.3838,1955,0,1
19664.5,1084930,1476,0.244,0.1244,631,0,1
19696.5,1086774,1477,2.605,0.3605,1844,0,1
19718.5,1088010,1478,1.442,0.2442,1236,0,1
19752.4,1089973,1479,2.838,0.3838,1963,0,1
19772.4,1091088,1480,1.21,0.221,1115,0,1
19804.0,1092913,1481,2.566,0.3566,1825,0,1
19835.3,1094705,1482,2.523,0.3523,1792,0,1
19867.2,1096536,1483,2.597,0.3597,1831,0,1
19899.2,1098375,1484,2.612,0.3612,1839,0,1
19910.9,1099015,1485,0.244,0.1244,640,0,1
19933.7,1100304,1486,1.542,0.2542,1289,0,1
19965.0,1102107,1487,2.523,0.3523,1803,0,1
19996.5,1103920,1488,2.562,0.3562,1813,0,1
20028.7,1105769,1489,2.632,0.3632,1849,0,1
20060.0,1107562,1490,2.523,0.3523,1793,0,1
20078.0,1108573,1491,0.985,0.1985,1011,0,1
20096.1,1109584,1492,0.985,0.1985,1011,0,1
20113.9,1110578,1493,0.954,0.1954,994,0,1
20132.0,1111590,1494,0.987,0.1987,1012,0,1
20158.0,1113077,1495,1.911,0.2911,1487,0,1
20184.0,1114566,1496,1.913,0.2913,1489,0,1
20209.3,1116002,1497,1.83,0.283,1436,0,1
20234.5,1117445,1498,1.826,0.2826,1443,0,1
20252.2,1118435,1499,0.943,0.1943,990,0,1
20274.3,1119686,1500,1.451,0.2451,1251,0,1
20299.5,1121119,1501,1.824,0.2824,1433,0,1
20325.1,1122577,1502,1.855,0.2855,1458,0,1
20350.0,1123992,1503,1.791,0.2791,1415,0,1
20374.9,1125413,1504,1.783,0.2783,1421,0,1
20400.3,1126864,1505,1.841,0.2841,1451,0,1
20425.7,1128308,1506,1.845,0.2845,1444,0,1
20451.6,1129788,1507,1.896,0.2896,1480,0,1
20457.4,1130065,1508,-0.445,0.0555,277,0,1
20469.1,1130705,1509,0.244,0.1244,640,0,1
20495.0,1132172,1510,1.89,0.289,1467,0,1
20520.7,1133642,1511,1.878,0.2878,1470,0,1
20544.7,1135010,1512,1.679,0.2679,1368,0,1
20570.5,1136476,1513,1.888,0.2888,1466,0,1
20594.4,1137840,1514,1.673,0.2673,1364,0,1
20625.7,1139632,1515,2.523,0.3523,1792,0,1
20659.6,1141585,1516,2.838,0.3838,1953,0,1
20690.9,1143378,1517,2.523,0.3523,1793,0,1
20701.7,1143967,1518,0.144,0.1144,589,0,1
20744.7,1146451,1519,3.886,0.4886,2484,0,1
20775.9,1148252,1520,2.523,0.3523,1801,0,1
20805.9,1149970,1521,2.378,0.3378,1718,0,1
20816.8,1150550,1522,0.144,0.1144,580,0,1
20850.9,1152513,1523,2.838,0.3838,1963,0,1
20862.4,1153153,1524,0.244,0.1244,640,0,1
20898.5,1155234,1525,3.085,0.4085,2081,0,1
20932.4,1157187,1526,2.838,0.3838,1953,0,1
20941.1,1157634,1527,-0.114,0.0886,447,0,1
20963.1,1158884,1528,1.447,0.2447,1250,0,1
20973.5,1159441,1529,0.083,0.1083,557,0,1
20991.1,1160429,1530,0.941,0.1941,988,0,1
21000.0,1160887,1531,-0.093,0.0907,458,0,1
21039.9,1163200,1532,3.534,0.4534,2313,0,1
21050.8,1163779,1533,0.144,0.1144,579,0,1
21086.4,1165839,1534,3.041,0.4041,2060,0,1
21117.7,1167642,1535,2.523,0.3523,1803,0,1
21154.9,1169794,1536,3.219,0.4219,2152,0,1
21188.8,1171747,1537,2.838,0.3838,1953,0,1
21211.2,1173009,1538,1.492,0.2492,1262,0,1
21229.0,1174010,1539,0.946,0.1946,1001,0,1
21265.0,1176081,1540,3.085,0.4085,2071,0,1
21296.3,1177883,1541,2.523,0.3523,1802,0,1
21336.2,1180188,1542,3.534,0.4534,2305,0,1
21360.1,1181549,1543,1.671,0.2671,1361,0,1
21384.1,1182912,1544,1.671,0.2671,1363,0,1
21408.0,1184267,1545,1.671,0.2671,1355,0,1
21431.9,1185630,1546,1.671,0.2671,1363,0,1
21455.8,1186994,1547,1.671,0.2671,1364,0,1
21479.9,1188353,1548,1.671,0.2671,1359,0,1
21503.7,1189716,1549,1.671,0.2671,1363,0,1
21527.6,1191079,1550,1.671,0.2671,1363,0,1
21551.6,1192442,1551,1.671,0.2671,1363,0,1
21587.4,1194497,1552,3.041,0.4041,2055,0,1
21624.5,1196648,1553,3.219,0.4219,2151,0,1
21660.5,1198731,1554,3.085,0.4085,2083,0,1
21700.5,1201045,1555,3.534,0.4534,2314,0,1
21724.4,1202409,1556,1.671,0.2671,1364,0,1
21750.2,1203876,1557,1.89,0.289,1467,0,1
21787.4,1206026,1558,3.219,0.4219,2150,0,1
21827.3,1208339,1559,3.534,0.4534,2313,0,1
21864.5,1210490,1560,3.219,0.4219,2151,0,1
21901.7,1212641,1561,3.219,0.4219,2151,0,1
21907.9,1212936,1562,-0.407,0.0593,295,0,1
21941.8,1214900,1563,2.838,0.3838,1964,0,1
21961.8,1216015,1564,1.21,0.221,1115,0,1
22004.7,1218509,1565,3.885,0.4885,2494,0,1
22030.9,1220004,1566,1.927,0.2927,1495,0,1
22063.3,1221866,1567,2.66,0.366,1862,0,1
22103.2,1224178,1568,3.534,0.4534,2312,0,1
22122.0,1225221,1569,1.065,0.2065,1043,0,1
22153.2,1227024,1570,2.524,0.3524,1803,0,1
22177.1,1228378,1571,1.671,0.2671,1354,0,1
22209.2,1230229,1572,2.62,0.362,1851,0,1
22229.5,1231363,1573,1.244,0.2244,1134,0,1
22266.6,1233504,1574,3.202,0.4202,2141,0,1
22288.5,1234750,1575,1.442,0.2442,1246,0,1
22298.8,1235302,1576,0.073,0.1073,552,0,1
22319.8,1236484,1577,1.334,0.2334,1182,0,1
22353.8,1238448,1578,2.838,0.3838,1964,0,1
22365.5,1239078,1579,0.244,0.1244,630,0,1
22401.5,1241161,1580,3.085,0.4085,2083,0,1
22426.5,1242589,1581,1.795,0.2795,1428,0,1
22462.6,1244670,1582,3.085,0.4085,2081,0,1
22496.5,1246624,1583,2.838,0.3838,1954,0,1
22536.5,1248928,1584,3.534,0.4534,2304,0,1
22580.8,1251505,1585,4.049,0.5049,2577,0,1
22612.0,1253298,1586,2.523,0.3523,1793,0,1
22646.0,1255252,1587,2.838,0.3838,1954,0,1
22671.5,1256712,1588,1.857,0.2857,1460,0,1
22677.2,1256981,1589,-0.461,0.0539,269,0,1
22687.4,1257530,1590,0.068,0.1068,549,0,1
