wall,env_steps,update,mean_return,mean_percent,best_percent,pi_loss,v_loss,entropy,kl,clip_frac,steps_per_sec
9650.3,524800,514,0.675,0.1675,0.1954,-0.0069,0.0003,0.2476,0.00544,0.0269,56.5
9669.6,525824,515,0.671,0.1671,0.1954,-0.0026,0.0041,0.2493,0.00619,0.0325,53.4
9687.9,526848,516,0.679,0.1679,0.1954,-0.006,0.0004,0.2577,0.00433,0.0264,56.5
9706.2,527872,517,0.687,0.1687,0.1954,-0.0045,0.0004,0.248,0.00077,0.0334,56.5
9725.5,528896,518,0.684,0.1684,0.1954,-0.0017,0.0096,0.3209,-8e-05,0.0239,53.4
9744.8,529920,519,0.687,0.1687,0.1954,-0.0113,0.0106,0.237,0.02091,0.1404,53.4
9763.1,530944,520,0.691,0.1691,0.1954,-0.0056,0.001,0.2713,0.00417,0.0259,56.5
9781.4,531968,521,0.695,0.1695,0.1954,-0.006,0.0005,0.2526,0.00876,0.0366,56.5
9799.7,532992,522,0.703,0.1703,0.1954,-0.0076,0.0005,0.2761,0.00766,0.0386,56.6
9817.9,534016,523,0.708,0.1708,0.1954,-0.0095,0.0007,0.3127,0.00344,0.043,56.5
9836.2,535040,524,0.708,0.1708,0.1954,-0.0077,0.0005,0.3069,0.0097,0.0635,56.5
9855.6,536064,525,0.704,0.1704,0.1954,-0.0037,0.0103,0.3196,0.00197,0.0273,53.3
9873.9,537088,526,0.703,0.1703,0.1954,-0.0069,0.0074,0.4473,0.00325,0.0212,56.5
9893.2,538112,527,0.701,0.1701,0.1954,-0.0079,0.0106,0.4359,0.00453,0.0615,53.4
9912.5,539136,528,0.701,0.1701,0.1954,-0.0062,0.0074,0.3015,0.00269,0.0503,53.5
9930.8,540160,529,0.705,0.1705,0.1954,-0.0084,0.0013,0.2643,0.0052,0.0383,56.5
9949.0,541184,530,0.708,0.1708,0.1954,-0.0071,0.0029,0.2863,0.00265,0.0195,56.6
9967.3,542208,531,0.708,0.1708,0.1954,0.0002,0.0018,0.2769,0.00238,0.0188,56.6
9985.6,543232,532,0.71,0.171,0.1954,-0.0074,0.0095,0.3354,0.00916,0.0803,56.6
10003.8,544256,533,0.713,0.1713,0.1954,-0.0066,0.0037,0.2978,0.00729,0.0315,56.6
10023.2,545280,534,0.717,0.1717,0.1954,-0.0072,0.0012,0.3173,0.00616,0.0403,53.5
10041.4,546304,535,0.717,0.1717,0.1954,-0.0078,0.001,0.3281,0.00777,0.0383,56.5
10059.7,547328,536,0.721,0.1721,0.1954,-0.0076,0.0008,0.3128,0.00161,0.0251,56.6
10079.0,548352,537,0.715,0.1715,0.1954,-0.0068,0.0043,0.3445,0.00266,0.0386,53.4
10098.4,549376,538,0.708,0.1708,0.1954,-0.0051,0.0028,0.3364,0.00649,0.0923,53.4
10116.6,550400,539,0.708,0.1708,0.1954,-0.0059,0.0005,0.3193,0.00477,0.0361,56.6
10134.9,551424,540,0.711,0.1711,0.1954,-0.0061,0.0006,0.3072,0.00483,0.0354,56.5
10154.2,552448,541,0.718,0.1718,0.1954,-0.0022,0.0023,0.306,0.00169,0.0166,53.5
10172.5,553472,542,0.718,0.1718,0.1954,-0.0064,0.0004,0.3041,0.00273,0.0359,56.6
10190.7,554496,543,0.718,0.1718,0.1954,-0.0085,0.0005,0.2995,0.00585,0.0525,56.6
10209.0,555520,544,0.722,0.1722,0.1954,-0.0053,0.0005,0.3143,-0.00084,0.0205,56.5
10227.3,556544,545,0.722,0.1722,0.1954,-0.0066,0.0004,0.3199,0.0039,0.0396,56.5
10245.6,557568,546,0.725,0.1725,0.1954,-0.0031,0.0024,0.3526,0.00198,0.0149,56.5
10263.9,558592,547,0.729,0.1729,0.1954,-0.0053,0.0009,0.3136,0.00481,0.0388,56.6
10282.1,559616,548,0.729,0.1729,0.1954,-0.0071,0.0005,0.3177,-0.00165,0.0398,56.6
10300.4,560640,549,0.729,0.1729,0.1954,-0.0046,0.0004,0.2865,0.00364,0.0283,56.6
10318.7,561664,550,0.73,0.173,0.1954,-0.0066,0.0004,0.2897,0.00446,0.032,56.6
10337.0,562688,551,0.733,0.1733,0.1954,-0.0075,0.0004,0.276,0.00451,0.0376,56.5
10355.2,563712,552,0.732,0.1732,0.1954,-0.0084,0.0031,0.306,0.00405,0.0173,56.6
10373.5,564736,553,0.734,0.1734,0.1954,-0.0028,0.0022,0.2871,0.00271,0.0083,56.5
10391.8,565760,554,0.738,0.1738,0.1954,-0.0041,0.0008,0.2714,0.00332,0.0225,56.6
10410.1,566784,555,0.737,0.1737,0.1954,-0.0064,0.0032,0.2893,0.0014,0.0303,56.5
10428.4,567808,556,0.737,0.1737,0.1954,-0.0079,0.0012,0.299,0.00424,0.0325,56.5
10447.7,568832,557,0.741,0.1741,0.1954,-0.0043,0.0007,0.2775,0.00495,0.0215,53.4
10466.0,569856,558,0.741,0.1741,0.1954,-0.0041,0.0005,0.2829,0.00444,0.03,56.5
10484.2,570880,559,0.742,0.1742,0.1954,-0.0069,0.0004,0.2932,0.00093,0.019,56.6
10502.5,571904,560,0.734,0.1734,0.1954,-0.0032,0.012,0.3207,0.00454,0.0818,56.6
10521.7,572928,561,0.739,0.1739,0.1954,-0.0068,0.0005,0.3157,0.00578,0.0349,53.9
10539.9,573952,562,0.739,0.1739,0.1954,-0.0108,0.0005,0.3286,0.00682,0.0549,56.6
10558.2,574976,563,0.742,0.1742,0.1954,-0.006,0.0004,0.3186,-0.00011,0.03,56.5
10576.5,576000,564,0.742,0.1742,0.1954,-0.0069,0.0003,0.3343,0.00541,0.0254,56.5
10594.8,577024,565,0.739,0.1739,0.1954,-0.003,0.0049,0.4065,0.00027,0.0198,56.5
10613.0,578048,566,0.739,0.1739,0.1954,-0.0104,0.0027,0.349,0.0045,0.0181,56.5
10632.4,579072,567,0.733,0.1733,0.1954,-0.0012,0.0084,0.3599,0.00225,0.0137,53.5
10650.6,580096,568,0.731,0.1731,0.1954,-0.0061,0.005,0.4179,0.00021,0.0146,56.5
10668.9,581120,569,0.73,0.173,0.1954,-0.0045,0.0017,0.3628,0.00306,0.0444,56.6
10687.2,582144,570,0.73,0.173,0.1954,-0.0048,0.0017,0.3461,0.00794,0.0591,56.5
10705.5,583168,571,0.737,0.1737,0.1954,-0.0043,0.0011,0.3365,0.00291,0.0239,56.5
10723.8,584192,572,0.737,0.1737,0.1954,-0.0061,0.0006,0.337,0.00493,0.0276,56.5
10743.1,585216,573,0.733,0.1733,0.1954,-0.0029,0.0096,0.3603,-0.00035,0.0603,53.5
10761.3,586240,574,0.738,0.1738,0.1954,-0.0092,0.0012,0.3518,0.00572,0.0569,56.6
10779.6,587264,575,0.738,0.1738,0.1954,-0.0067,0.0007,0.3409,0.01193,0.0942,56.5
10797.9,588288,576,0.738,0.1738,0.1954,-0.0061,0.0007,0.3631,0.00586,0.0662,56.5
10816.2,589312,577,0.737,0.1737,0.1954,-0.0051,0.0019,0.3806,0.00327,0.0239,56.5
10834.4,590336,578,0.737,0.1737,0.1954,-0.0065,0.0006,0.3575,0.00385,0.0295,56.6
10852.7,591360,579,0.737,0.1737,0.1954,-0.007,0.0006,0.3502,0.00429,0.0266,56.5
10871.0,592384,580,0.737,0.1737,0.1954,-0.0053,0.0008,0.3596,0.00237,0.0371,56.6
10889.2,593408,581,0.744,0.1744,0.1954,-0.0046,0.0004,0.3659,0.00301,0.0134,56.6
10907.5,594432,582,0.744,0.1744,0.1954,-0.0059,0.0006,0.3834,0.0038,0.0208,56.6
10925.8,595456,583,0.744,0.1744,0.1954,-0.0107,0.0014,0.3772,0.00161,0.0195,56.5
10944.0,596480,584,0.744,0.1744,0.1954,-0.0081,0.001,0.3663,0.00229,0.0154,56.6
10962.3,597504,585,0.744,0.1744,0.1954,-0.0087,0.0004,0.3769,0.01036,0.0649,56.7
10980.5,598528,586,0.744,0.1744,0.1954,-0.006,0.0004,0.3675,0.00374,0.0234,56.6
10998.8,599552,587,0.744,0.1744,0.1954,-0.0062,0.0004,0.3326,0.00267,0.022,56.6
11018.1,600576,588,0.737,0.1737,0.1954,-0.0076,0.0129,0.4234,0.00401,0.125,53.4
11036.4,601600,589,0.737,0.1737,0.1954,-0.0086,0.0029,0.3432,0.00674,0.0437,56.6
11054.7,602624,590,0.736,0.1736,0.1954,-0.0026,0.0021,0.3342,0.0001,0.0107,56.5
11072.9,603648,591,0.736,0.1736,0.1954,-0.0064,0.0007,0.3501,0.00124,0.0222,56.6
11092.3,604672,592,0.748,0.1748,0.1954,-0.0049,0.0015,0.3523,0.00391,0.0583,53.4
11110.5,605696,593,0.748,0.1748,0.1954,-0.0046,0.0009,0.3586,0.00953,0.0317,56.6
11128.8,606720,594,0.746,0.1746,0.1954,-0.0123,0.0054,0.4271,0.01142,0.124,56.5
11147.1,607744,595,0.744,0.1744,0.1954,-0.0094,0.0027,0.4038,0.00776,0.1169,56.5
11165.4,608768,596,0.743,0.1743,0.1954,-0.0104,0.0023,0.3824,0.00495,0.0315,56.4
11183.7,609792,597,0.747,0.1747,0.1954,-0.0047,0.0017,0.3751,0.00398,0.022,56.5
11202.0,610816,598,0.747,0.1747,0.1956,-0.0067,0.0016,0.3389,0.00223,0.0266,56.5
11220.3,611840,599,0.75,0.175,0.1956,-0.0099,0.0008,0.3535,0.00747,0.0417,56.5
11238.5,612864,600,0.75,0.175,0.1963,-0.0059,0.0007,0.3655,0.00246,0.0203,56.6
11256.8,613888,601,0.752,0.1752,0.1963,-0.0069,0.0004,0.3462,0.00276,0.0264,56.5
11275.1,614912,602,0.752,0.1752,0.1963,-0.0085,0.0004,0.3599,0.00476,0.0339,56.6
11293.4,615936,603,0.755,0.1755,0.1973,-0.0118,0.0011,0.3485,0.00288,0.0359,56.6
11311.6,616960,604,0.755,0.1755,0.1973,-0.0061,0.0005,0.3434,0.00255,0.0278,56.6
11329.9,617984,605,0.758,0.1758,0.1973,-0.0049,0.0005,0.3563,-0.00093,0.0283,56.6
11349.2,619008,606,0.758,0.1758,0.1973,-0.0057,0.0005,0.353,0.00433,0.0261,53.4
11367.5,620032,607,0.758,0.1758,0.1973,-0.0065,0.0004,0.3577,0.00278,0.0571,56.5
11385.8,621056,608,0.761,0.1761,0.1973,-0.0083,0.0005,0.3581,0.01056,0.0605,56.5
11404.1,622080,609,0.761,0.1761,0.1977,-0.0026,0.0009,0.3371,0.00318,0.0447,56.6
11422.3,623104,610,0.764,0.1764,0.1977,-0.0056,0.0008,0.3569,0.00662,0.0378,56.5
11440.6,624128,611,0.762,0.1762,0.1977,-0.012,0.0025,0.3884,0.01342,0.0647,56.5
11458.9,625152,612,0.758,0.1758,0.1977,-0.0031,0.0106,0.4443,0.00242,0.0215,56.5
11477.2,626176,613,0.76,0.176,0.2253,-0.0072,0.0093,0.3551,0.00127,0.0222,56.6
11495.5,627200,614,0.76,0.176,0.2253,-0.0078,0.0017,0.3551,0.00639,0.0186,56.5
11514.8,628224,615,0.756,0.1756,0.2253,-0.0064,0.0095,0.3857,0.00133,0.0151,53.5
11533.0,629248,616,0.756,0.1756,0.2253,-0.0063,0.0007,0.3787,0.00205,0.0432,56.5
11552.4,630272,617,0.748,0.1748,0.2253,-0.0052,0.0166,0.4979,-0.00087,0.0317,53.4
11570.7,631296,618,0.748,0.1748,0.2253,-0.0069,0.002,0.4019,0.00216,0.0212,56.6
11590.0,632320,619,0.739,0.1739,0.2253,-0.0044,0.0118,0.4011,0.00088,0.0161,53.4
11608.3,633344,620,0.735,0.1735,0.2253,-0.0089,0.0079,0.4438,0.00347,0.0217,56.5
11626.6,634368,621,0.735,0.1735,0.2253,-0.0092,0.0008,0.3734,0.00608,0.0649,56.6
11644.8,635392,622,0.738,0.1738,0.2439,-0.0048,0.0095,0.38,0.00265,0.0396,56.5
11663.1,636416,623,0.738,0.1738,0.2439,-0.0047,0.0016,0.4015,-0.0007,0.011,56.6
11682.4,637440,624,0.733,0.1733,0.2439,-0.0054,0.0084,0.5046,-0.00017,0.022,53.5
11700.7,638464,625,0.729,0.1729,0.2439,-0.0034,0.0077,0.3752,0.0007,0.0205,56.5
11718.9,639488,626,0.729,0.1729,0.2439,-0.0079,0.0016,0.3823,-0.0003,0.0283,56.5
11737.2,640512,627,0.731,0.1731,0.2444,-0.0044,0.0085,0.3924,0.00743,0.0479,56.5
11755.5,641536,628,0.732,0.1732,0.2444,-0.0073,0.0049,0.3557,0.00291,0.0166,56.5
11773.8,642560,629,0.731,0.1731,0.2444,-0.0034,0.0041,0.3825,-0.00076,0.0183,56.5
11792.0,643584,630,0.732,0.1732,0.2444,-0.0061,0.0068,0.3853,0.00205,0.0127,56.5
11810.3,644608,631,0.733,0.1733,0.2444,-0.0029,0.008,0.3669,-0.00073,0.0166,56.5
11828.6,645632,632,0.733,0.1733,0.2444,-0.0026,0.0035,0.356,0.00011,0.0071,56.5
11846.9,646656,633,0.732,0.1732,0.2444,-0.0069,0.0049,0.3805,0.0007,0.0149,56.5
11865.1,647680,634,0.734,0.1734,0.2444,-0.0035,0.0072,0.37,0.00182,0.0151,56.6
11883.4,648704,635,0.731,0.1731,0.2444,-0.0065,0.0032,0.3893,0.0023,0.0168,56.6
11901.7,649728,636,0.733,0.1733,0.2444,-0.0111,0.0044,0.4089,0.01132,0.0481,56.6
11919.9,650752,637,0.732,0.1732,0.2444,-0.0036,0.0017,0.377,0.00731,0.0334,56.8
11938.1,651776,638,0.734,0.1734,0.2444,-0.0027,0.0067,0.4265,0.00215,0.0134,56.5
11956.4,652800,639,0.734,0.1734,0.2444,-0.0098,0.0029,0.3835,0.0014,0.0159,56.6
11974.6,653824,640,0.736,0.1736,0.2444,-0.003,0.0056,0.3899,0.00068,0.0105,56.6
11992.9,654848,641,0.741,0.1741,0.2444,-0.0063,0.006,0.4183,0.00105,0.0234,56.6
12011.2,655872,642,0.743,0.1743,0.2446,-0.0045,0.0052,0.3454,0.003,0.022,56.6
12029.4,656896,643,0.743,0.1743,0.2446,-0.0037,0.0062,0.4273,7e-05,0.0208,56.5
12047.7,657920,644,0.746,0.1746,0.2446,-0.0059,0.0059,0.3462,0.00341,0.0259,56.5
12066.0,658944,645,0.748,0.1748,0.2446,-0.0018,0.0049,0.3339,0.00117,0.0295,56.6
12085.2,659968,646,0.735,0.1735,0.2446,-0.0058,0.0121,0.492,0.00269,0.0063,53.5
12103.5,660992,647,0.738,0.1738,0.2446,-0.0055,0.005,0.3319,0.00215,0.0239,56.5
12121.8,662016,648,0.739,0.1739,0.2446,-0.0114,0.0049,0.3635,0.00787,0.0454,56.6
12140.1,663040,649,0.739,0.1739,0.2446,-0.0079,0.0065,0.3925,0.00165,0.0103,56.6
12157.3,664064,650,0.739,0.1739,0.2446,-0.0059,0.0016,0.3504,-0.00068,0.0161,60.0
12175.5,665088,651,0.741,0.1741,0.2446,-0.0069,0.0031,0.3573,0.00355,0.0166,56.6
12193.8,666112,652,0.743,0.1743,0.2446,-0.0072,0.0039,0.4023,0.00476,0.0186,56.5
12213.1,667136,653,0.738,0.1738,0.2446,-0.0039,0.0124,0.378,0.0009,0.0176,53.5
12231.4,668160,654,0.74,0.174,0.2446,-0.0077,0.0036,0.3283,0.00924,0.061,56.5
12248.7,669184,655,0.74,0.174,0.2446,-0.008,0.0017,0.3479,0.00286,0.0273,60.0
12266.8,670208,656,0.742,0.1742,0.2446,-0.009,0.0015,0.3852,0.0018,0.0232,56.8
12285.1,671232,657,0.745,0.1745,0.2446,-0.002,0.005,0.4287,0.00368,0.04,56.6
12303.4,672256,658,0.747,0.1747,0.2446,-0.0066,0.004,0.3817,0.00547,0.0364,56.5
12321.7,673280,659,0.749,0.1749,0.2446,-0.0052,0.0045,0.3387,-0.0013,0.0166,56.5
12340.0,674304,660,0.755,0.1755,0.2449,-0.0048,0.004,0.3272,-0.00247,0.0181,56.5
12358.3,675328,661,0.751,0.1751,0.2449,-0.0083,0.0081,0.3896,0.00038,0.0178,56.4
12376.5,676352,662,0.753,0.1753,0.2449,-0.0073,0.0034,0.3194,0.00607,0.0354,56.6
12394.8,677376,663,0.757,0.1757,0.2671,-0.0096,0.0126,0.2725,-0.00082,0.0312,56.6
12413.1,678400,664,0.76,0.176,0.2671,-0.0044,0.0051,0.3006,0.00194,0.0093,56.5
12431.4,679424,665,0.756,0.1756,0.2671,-0.008,0.0092,0.3909,0.00851,0.0698,56.5
12449.7,680448,666,0.764,0.1764,0.2671,-0.0046,0.0034,0.2916,0.0009,0.0122,56.5
12467.9,681472,667,0.766,0.1766,0.2671,-0.0055,0.0027,0.2857,0.00202,0.0186,56.5
12486.2,682496,668,0.767,0.1767,0.2671,-0.0059,0.0021,0.2956,-0.00341,0.0208,56.6
12504.5,683520,669,0.767,0.1767,0.2671,-0.0098,0.0045,0.3665,0.00738,0.0342,56.6
12522.7,684544,670,0.771,0.1771,0.2671,-0.0104,0.0119,0.2884,0.00459,0.0422,56.6
12541.0,685568,671,0.771,0.1771,0.2671,-0.0026,0.0054,0.2832,-0.00045,0.0059,56.5
12559.3,686592,672,0.771,0.1771,0.2671,-0.0019,0.0027,0.2859,0.00172,0.01,56.5
12578.7,687616,673,0.755,0.1755,0.2671,-0.006,0.0207,0.3366,0.00664,0.0618,53.4
12597.0,688640,674,0.757,0.1757,0.2671,-0.0069,0.0054,0.3207,0.0163,0.0701,56.5
12615.2,689664,675,0.758,0.1758,0.2671,-0.0067,0.002,0.3298,0.00321,0.0215,56.6
12633.5,690688,676,0.754,0.1754,0.2671,-0.0072,0.0091,0.3215,0.0007,0.0225,56.5
12651.8,691712,677,0.756,0.1756,0.2671,-0.0095,0.0016,0.3265,-0.00058,0.0315,56.6
12670.0,692736,678,0.758,0.1758,0.2671,-0.005,0.0052,0.3752,0.00472,0.0369,56.6
12688.3,693760,679,0.755,0.1755,0.2671,-0.0049,0.003,0.3398,0.00228,0.0251,56.5
12706.6,694784,680,0.757,0.1757,0.2671,-0.0068,0.0035,0.3875,0.00224,0.0159,56.5
12724.9,695808,681,0.759,0.1759,0.2671,-0.0051,0.0027,0.3583,0.00261,0.0208,56.6
12743.2,696832,682,0.764,0.1764,0.2671,-0.0091,0.0015,0.3368,0.00611,0.0273,56.5
12761.4,697856,683,0.768,0.1768,0.2671,-0.0073,0.0097,0.34,-0.00094,0.0193,56.6
12779.7,698880,684,0.761,0.1761,0.2671,-0.0014,0.0045,0.3233,0.00055,0.0012,56.5
12798.0,699904,685,0.772,0.1772,0.2671,-0.0081,0.0058,0.4134,-0.00182,0.0295,56.5
12816.3,700928,686,0.769,0.1769,0.2671,-0.0044,0.0059,0.3615,0.00056,0.0266,56.6
12834.5,701952,687,0.773,0.1773,0.2671,-0.0096,0.0047,0.4172,0.00205,0.0283,56.5
12852.8,702976,688,0.776,0.1776,0.2671,-0.0049,0.0042,0.3253,0.00158,0.022,56.5
12870.0,704000,689,0.776,0.1776,0.2671,-0.0085,0.0021,0.3034,-0.00049,0.0273,60.0
12888.3,705024,690,0.789,0.1789,0.2671,-0.0059,0.0024,0.3434,0.00241,0.0269,56.6
12906.6,706048,691,0.792,0.1792,0.2671,-0.0109,0.0026,0.403,0.00302,0.0437,56.5
12924.8,707072,692,0.796,0.1796,0.2671,-0.0097,0.0034,0.3002,0.00697,0.0259,56.5
12942.1,708096,693,0.796,0.1796,0.2671,-0.0019,0.0029,0.3025,0.00271,0.052,60.0
12960.4,709120,694,0.799,0.1799,0.2677,-0.004,0.0026,0.3314,0.00434,0.0376,56.5
12979.7,710144,695,0.805,0.1805,0.2677,-0.0047,0.0115,0.377,-0.00011,0.0325,53.5
12997.9,711168,696,0.808,0.1808,0.2677,-0.0064,0.0029,0.2981,0.00048,0.0286,56.5
13015.2,712192,697,0.808,0.1808,0.2677,-0.0064,0.0013,0.2802,0.00106,0.0291,60.0
13033.4,713216,698,0.81,0.181,0.2677,-0.0046,0.006,0.3281,0.00173,0.0146,56.5
13051.7,714240,699,0.822,0.1822,0.2677,-0.0085,0.0039,0.361,0.00329,0.0286,56.5
13070.0,715264,700,0.823,0.1823,0.2677,-0.0074,0.0055,0.3264,0.00311,0.0195,56.5
13088.3,716288,701,0.832,0.1832,0.2677,-0.0093,0.002,0.4142,0.00122,0.0198,56.5
13106.6,717312,702,0.833,0.1833,0.2677,-0.0045,0.0055,0.3457,0.00343,0.0186,56.5
13124.8,718336,703,0.837,0.1837,0.2677,-0.0074,0.0033,0.2976,0.00191,0.0286,56.5
13143.1,719360,704,0.838,0.1838,0.2677,-0.0045,0.0042,0.3314,0.00553,0.0281,56.6
13161.4,720384,705,0.83,0.183,0.2677,-0.0028,0.0041,0.3421,-0.0006,0.0098,56.5
13179.7,721408,706,0.83,0.183,0.2677,-0.0053,0.007,0.3597,0.00027,0.0081,56.5
13197.9,722432,707,0.832,0.1832,0.2677,-0.0076,0.0031,0.3582,0.00445,0.0249,56.6
13216.2,723456,708,0.843,0.1843,0.2677,-0.0085,0.0044,0.3739,0.00306,0.0276,56.6
13234.5,724480,709,0.847,0.1847,0.2677,-0.0079,0.0032,0.3191,0.00351,0.0427,56.6
13251.7,725504,710,0.847,0.1847,0.2677,-0.0098,0.0015,0.3187,0.00626,0.0388,60.1
13270.0,726528,711,0.854,0.1854,0.2677,-0.0084,0.0013,0.3889,0.00576,0.0618,56.6
13289.2,727552,712,0.861,0.1861,0.2677,-0.0035,0.0075,0.4232,-7e-05,0.0061,53.6
13307.5,728576,713,0.861,0.1861,0.2677,-0.0034,0.0058,0.3822,0.0006,0.012,56.5
13325.8,729600,714,0.867,0.1867,0.2677,-0.0087,0.0058,0.3181,0.00288,0.0383,56.6
13343.0,730624,715,0.867,0.1867,0.2677,-0.0057,0.002,0.31,0.0011,0.0281,60.0
13362.3,731648,716,0.863,0.1863,0.2677,-0.007,0.0121,0.3897,0.00083,0.0271,53.4
13380.6,732672,717,0.867,0.1867,0.2677,-0.0058,0.0024,0.281,0.001,0.0273,56.6
13398.9,733696,718,0.876,0.1876,0.2677,-0.0089,0.0018,0.2766,0.0012,0.0295,56.5
13417.1,734720,719,0.878,0.1878,0.2677,-0.0048,0.0053,0.3438,0.00314,0.0161,56.5
13434.4,735744,720,0.878,0.1878,0.2677,-0.0061,0.0009,0.3299,0.00377,0.021,60.0
13452.6,736768,721,0.879,0.1879,0.2677,-0.0071,0.0049,0.383,0.00411,0.0547,56.6
13470.9,737792,722,0.882,0.1882,0.2677,-0.0054,0.005,0.3688,0.00175,0.012,56.6
13489.1,738816,723,0.882,0.1882,0.2677,-0.0089,0.0054,0.3497,0.00213,0.0454,56.6
13507.4,739840,724,0.88,0.188,0.2677,-0.0031,0.0053,0.3542,-0.00028,0.0054,56.6
13525.7,740864,725,0.892,0.1892,0.2677,-0.0067,0.0024,0.3845,0.00146,0.0195,56.5
13543.9,741888,726,0.894,0.1894,0.2677,-0.0083,0.0041,0.3498,0.00353,0.0112,56.6
13562.2,742912,727,0.906,0.1906,0.2677,-0.0081,0.0029,0.2724,0.00349,0.0315,56.5
13579.5,743936,728,0.906,0.1906,0.2677,-0.0055,0.0017,0.275,0.00126,0.0205,60.0
13597.7,744960,729,0.91,0.191,0.2679,-0.0072,0.0018,0.3779,0.01332,0.0664,56.5
13617.1,745984,730,0.909,0.1909,0.2679,-0.0078,0.0114,0.3843,0.00344,0.0239,53.4
13635.3,747008,731,0.911,0.1911,0.2679,-0.0028,0.0097,0.4459,8e-05,0.0134,56.5
13653.6,748032,732,0.915,0.1915,0.2679,-0.0078,0.0025,0.3114,0.00302,0.02,56.5
13671.9,749056,733,0.918,0.1918,0.2679,-0.0069,0.0017,0.2697,0.00502,0.0447,56.6
13689.1,750080,734,0.918,0.1918,0.2679,-0.0061,0.0008,0.2921,0.00075,0.0112,60.0
13707.4,751104,735,0.922,0.1922,0.2679,-0.0077,0.0012,0.3737,0.00431,0.0535,56.5
13725.7,752128,736,0.926,0.1926,0.2679,-0.0083,0.0013,0.3053,0.00609,0.0286,56.6
13743.9,753152,737,0.921,0.1921,0.2679,-0.0038,0.0083,0.3343,0.00019,0.021,56.6
13762.2,754176,738,0.926,0.1926,0.2679,-0.0065,0.0013,0.3684,0.00783,0.0442,56.6
13780.5,755200,739,0.929,0.1929,0.2679,-0.0064,0.0019,0.2584,0.00171,0.0349,56.5
13797.7,756224,740,0.929,0.1929,0.2679,-0.0066,0.0014,0.2504,0.00403,0.0244,60.1
13815.9,757248,741,0.933,0.1933,0.2679,-0.0052,0.0004,0.3421,0.00243,0.0308,56.9
13834.2,758272,742,0.934,0.1934,0.2679,-0.004,0.0073,0.3414,0.00288,0.0054,56.5
13852.4,759296,743,0.937,0.1937,0.2679,-0.0085,0.0025,0.3536,0.0027,0.0117,56.5
13870.8,760320,744,0.941,0.1941,0.2679,-0.0044,0.0024,0.2774,0.00303,0.0164,56.5
13888.0,761344,745,0.941,0.1941,0.2679,-0.0057,0.0012,0.2374,0.00358,0.0337,60.0
13906.3,762368,746,0.946,0.1946,0.2679,-0.0068,0.0006,0.3196,0.00124,0.0435,56.5
13924.6,763392,747,0.948,0.1948,0.2679,-0.0042,0.0052,0.3279,0.00075,0.021,56.5
13942.8,764416,748,0.947,0.1947,0.2679,-0.0065,0.0069,0.3519,0.00126,0.0127,56.6
13961.0,765440,749,0.948,0.1948,0.2679,-0.0026,0.002,0.3382,0.00305,0.0332,56.8
13979.3,766464,750,0.952,0.1952,0.2679,-0.0096,0.0023,0.3917,0.01123,0.0635,56.6
13997.6,767488,751,0.951,0.1951,0.2679,-0.005,0.0053,0.387,0.00221,0.0171,56.6
14015.9,768512,752,0.954,0.1954,0.2679,-0.0072,0.0035,0.3363,0.00149,0.0215,56.5
14034.1,769536,753,0.954,0.1954,0.2679,-0.0069,0.0049,0.3865,0.00393,0.0249,56.6
14052.4,770560,754,0.956,0.1956,0.2679,-0.0062,0.0088,0.3183,0.00066,0.019,56.6
14070.6,771584,755,0.969,0.1969,0.2679,-0.0061,0.0027,0.2894,0.00752,0.0266,56.6
14088.9,772608,756,0.969,0.1969,0.2679,-0.0062,0.0064,0.3768,0.00011,0.0168,56.5
14106.1,773632,757,0.969,0.1969,0.2679,-0.0018,0.0034,0.3625,0.00305,0.0127,60.0
14124.4,774656,758,0.973,0.1973,0.2679,-0.0059,0.0012,0.3988,0.00496,0.0273,56.5
14142.7,775680,759,0.976,0.1976,0.2679,-0.008,0.0014,0.3114,0.00724,0.0374,56.6
14161.0,776704,760,0.98,0.198,0.2679,-0.0045,0.0013,0.2699,0.00526,0.02,56.5
14179.2,777728,761,0.98,0.198,0.2679,-0.0108,0.0038,0.3916,0.00739,0.0305,56.6
14196.5,778752,762,0.98,0.198,0.2679,-0.0063,0.0012,0.33,-0.00033,0.0352,60.0
14214.7,779776,763,0.986,0.1986,0.2679,-0.0075,0.0012,0.3792,0.00062,0.0186,56.5
14233.0,780800,764,0.987,0.1987,0.2679,-0.0045,0.0035,0.3621,0.00279,0.0093,56.5
14251.3,781824,765,0.993,0.1993,0.2679,-0.0057,0.0057,0.3335,0.00068,0.0127,56.6
14269.6,782848,766,0.998,0.1998,0.2679,-0.0046,0.0023,0.2707,0.00167,0.0278,56.5
14287.8,783872,767,1.0,0.2,0.2679,-0.0028,0.0062,0.363,-0.0014,0.0076,56.5
14305.1,784896,768,1.0,0.2,0.2679,-0.0032,0.0018,0.2679,0.00297,0.0081,60.0
14323.3,785920,769,1.004,0.2004,0.2679,-0.0054,0.0007,0.378,0.00607,0.0347,56.5
14341.6,786944,770,1.008,0.2008,0.2679,-0.0058,0.0012,0.3686,0.00579,0.0303,56.6
14359.9,787968,771,1.012,0.2012,0.2679,-0.0054,0.0011,0.2655,0.00394,0.0208,56.6
14378.1,788992,772,1.008,0.2008,0.2679,-0.0054,0.0103,0.4529,0.0038,0.0696,56.6
